id	pub_home_div	pub_draw_div	pub_away_div
7652	3.45	3.35	1.78
7657	2.25	3.20	2.55
7662	1.95	3.35	2.95
7667	2.80	3.25	2.06
7672	3.05	3.25	1.95
7677	2.60	3.25	2.19
7682	2.08	3.20	2.80
7687	3.00	3.30	1.95
7692	2.13	3.30	2.65
7697	2.95	3.30	1.97
7702	2.18	3.45	2.50
7710	2.18	2.75	3.05
7715	3.50	2.75	2.00
7720	2.65	2.41	2.80
7725	2.70	3.05	2.22
7733	2.60	3.40	2.12
7741	1.98	3.55	2.75
7749	1.61	3.65	3.95
7757	3.05	3.35	1.91
7765	2.85	2.46	2.55
7770	2.22	2.40	3.55
7775	3.85	2.60	1.98
7780	2.08	3.20	2.80
7785	2.90	3.45	1.94
7790	2.24	3.15	2.60
7795	2.11	3.35	2.65
7800	2.50	3.30	2.24
7805	2.95	3.25	1.99
7810	2.01	3.40	2.80
7815	2.70	3.25	2.12
7820	2.70	3.30	2.10
7825	3.10	3.35	1.89
7830	2.35	3.35	2.35
7835	3.15	3.50	1.83
7840	2.20	3.40	2.50
7845	3.10	3.40	1.88
7850	2.04	3.25	2.85
7858	2.65	3.20	2.18
7863	2.12	3.25	2.70
7868	2.22	3.35	2.50
7873	2.45	3.30	2.28
7878	2.26	3.25	2.50
7883	2.70	3.40	2.06
7888	2.24	3.30	2.50
7893	3.35	3.35	1.81
7898	2.04	3.45	2.70
7903	1.52	3.85	4.30
7911	2.50	2.47	2.90
7916	4.05	2.55	1.96
7921	2.30	2.75	2.85
7926	3.20	2.60	2.21
7931	2.65	2.70	2.49
7936	2.55	3.15	2.27
7944	2.40	3.30	2.33
7952	2.18	3.35	2.55
7960	2.18	3.35	2.55
7968	4.40	3.80	1.52
7976	3.25	3.45	1.81
7981	2.14	3.15	2.75
7986	1.94	3.40	2.95
7991	2.03	3.40	2.75
7996	2.18	3.35	2.55
8001	2.01	3.25	2.90
8006	2.65	3.20	2.18
8011	2.95	3.30	1.97
8016	2.75	3.30	2.07
8021	2.17	3.15	2.70
8026	2.70	3.20	2.14
8031	2.35	3.35	2.35
8036	2.80	3.30	2.04
8041	2.18	3.35	2.55
8046	1.66	3.55	3.75
8054	3.35	2.50	2.22
8058	2.54	2.60	2.70
8063	3.75	2.55	2.04
8068	2.02	3.45	2.75
8076	2.35	3.40	2.33
8084	2.40	3.35	2.30
8092	2.85	3.35	2.00
8100	2.60	3.10	2.26
8108	2.06	3.25	2.80
8113	2.00	3.35	2.85
8118	1.93	3.30	3.05
8123	2.33	3.30	2.40
8128	2.08	3.35	2.70
8133	2.90	3.40	1.96
8138	2.40	3.35	2.30
8143	2.65	3.20	2.18
8148	2.01	3.25	2.90
8153	3.05	3.30	1.93
8158	1.92	3.40	3.00
8166	2.13	3.30	2.65
8174	2.08	3.35	2.70
8179	3.55	3.45	1.73
8184	2.40	3.20	2.38
8189	2.50	3.20	2.29
8194	3.05	3.30	1.93
8199	1.87	3.50	3.05
8207	2.60	2.42	2.85
8212	3.45	2.65	2.07
8217	2.50	2.55	2.80
8222	2.85	2.42	2.60
8227	3.85	2.55	2.01
8232	1.94	2.80	3.60
8237	2.35	3.25	2.40
8245	2.75	3.20	2.11
8253	2.25	3.20	2.55
8261	1.93	3.50	2.90
8269	4.25	3.40	1.61
8277	2.28	3.30	2.45
8282	3.80	3.45	1.68
8287	1.53	3.75	4.35
8292	2.16	3.40	2.55
8297	3.25	3.35	1.84
8302	2.65	3.20	2.18
8307	2.12	3.25	2.70
8312	2.22	3.35	2.50
8317	2.45	3.30	2.28
8322	2.26	3.25	2.50
8327	2.70	3.40	2.06
8332	2.24	3.30	2.50
8337	3.35	3.35	1.81
8342	2.04	3.45	2.70
8347	1.52	3.85	4.30
8355	2.40	3.20	2.31
8360	1.88	3.35	3.00
8368	2.95	2.45	2.41
8373	2.18	2.50	3.30
8378	3.05	2.45	2.34
8383	2.46	2.55	2.75
8388	3.30	2.50	2.18
8393	1.78	2.80	4.10
8398	2.15	3.05	2.70
8406	2.30	3.50	2.26
8414	2.70	3.60	1.94
8422	2.95	2.90	2.09
8430	3.50	3.50	1.69
8438	2.12	3.35	2.55
8443	1.72	3.40	3.50
8448	2.12	3.35	2.55
8453	1.92	3.30	2.95
8458	2.07	3.30	2.65
8463	2.35	3.25	2.33
8468	2.13	3.25	2.60
8473	2.14	3.30	2.55
8478	3.05	3.20	1.91
8483	3.15	3.15	1.89
8488	2.90	3.30	1.94
8493	2.95	3.25	1.94
8498	2.08	3.20	2.70
8503	2.40	3.20	2.31
8508	2.50	3.15	2.25
8516	3.05	3.35	1.86
8524	2.75	2.46	2.55
8529	2.10	2.55	3.40
8534	2.70	2.37	2.70
8539	2.95	2.60	2.28
8544	3.00	2.45	2.37
8549	1.92	2.70	3.70
8554	2.20	3.10	2.60
8562	3.50	3.40	1.72
8570	3.55	3.50	1.68
8577	2.95	2.95	2.06
8585	1.92	3.30	2.95
8590	2.18	3.30	2.50
8595	1.99	3.30	2.80
8600	1.99	3.30	2.80
8605	1.80	3.40	3.20
8610	2.45	3.15	2.29
8615	3.20	3.30	1.83
8620	2.18	3.30	2.50
8625	2.95	3.35	1.90
8630	3.20	3.20	1.86
8635	2.70	3.25	2.06
8640	2.06	3.25	2.70
8645	2.60	3.10	2.20
8650	1.87	3.45	2.95
8658	3.00	2.50	2.33
8663	2.95	2.45	2.41
8668	3.00	2.50	2.33
8673	2.07	3.10	2.80
8681	2.40	3.40	2.21
8689	2.60	3.30	2.10
8697	3.35	3.15	1.83
8705	3.50	3.55	1.68
8713	2.23	2.40	3.35
8718	2.70	2.55	2.50
8723	1.89	2.70	3.80
8728	2.14	3.30	2.55
8733	2.45	3.35	2.19
8738	2.35	3.25	2.33
8743	1.47	3.85	4.50
8748	2.70	3.20	2.08
8753	2.28	3.25	2.40
8758	2.24	3.25	2.45
8763	2.80	3.25	2.01
8768	2.80	3.25	2.01
8773	2.20	3.25	2.50
8778	2.40	3.20	2.31
8783	2.45	3.30	2.21
8788	2.24	3.25	2.45
8793	2.28	3.25	2.40
8798	2.10	3.30	2.60
8806	2.35	3.25	2.33
8811	1.94	3.30	2.90
8816	2.75	3.15	2.08
8821	4.30	3.55	1.54
8826	2.35	3.40	2.26
8831	2.30	3.30	2.35
8836	2.17	3.15	2.60
8841	2.25	3.15	2.50
8849	3.15	2.55	2.21
8854	2.32	2.55	2.95
8859	2.65	2.37	2.75
8864	3.00	2.45	2.37
8869	3.80	2.40	2.07
8874	3.80	2.50	2.00
8879	2.14	3.30	2.55
8887	2.85	3.35	1.95
8895	1.72	3.65	3.25
8903	1.98	3.25	2.85
8911	2.24	3.15	2.50
8919	2.22	3.20	2.50
8924	2.45	3.25	2.24
8929	4.30	3.50	1.55
8934	2.60	3.25	2.13
8939	2.55	3.30	2.14
8944	2.14	3.30	2.55
8949	2.45	3.15	2.29
8954	1.89	3.40	2.95
8959	2.26	3.30	2.40
8964	2.95	3.35	1.90
8969	1.81	3.35	3.20
8974	1.90	3.30	3.00
8979	2.26	3.20	2.45
8984	3.40	3.40	1.74
8989	3.20	3.20	1.86
8997	1.80	3.40	3.20
9005	2.45	3.30	2.21
9013	1.51	4.00	4.00
9021	2.07	3.40	2.60
9029	1.97	3.35	2.80
9034	2.50	3.30	2.18
9039	2.12	3.35	2.55
9044	1.77	3.45	3.25
9054	2.50	3.30	2.18
9059	2.23	3.35	2.40
9064	2.40	3.25	2.28
9069	2.40	3.20	2.31
9074	1.88	3.35	3.00
9082	2.40	3.25	2.28
9090	3.45	2.50	2.11
9095	2.38	2.60	2.80
9100	2.45	2.37	3.00
9105	2.90	2.50	2.39
9110	3.60	2.70	1.94
9115	2.15	2.75	3.00
9120	2.90	3.50	1.88
9125	1.73	3.35	3.50
9130	2.40	3.20	2.31
9135	2.65	3.25	2.09
9140	1.73	3.55	3.30
9145	1.81	3.55	3.05
9150	2.33	3.25	2.35
9155	2.60	3.25	2.13
9160	4.05	3.50	1.59
9165	2.01	3.25	2.80
9170	2.03	3.25	2.75
9178	3.10	3.25	1.88
9183	2.08	3.15	2.75
9190	1.94	3.45	2.80
9198	1.59	3.75	3.75
9206	2.03	3.25	2.75
9214	1.99	3.45	2.70
9222	2.44	2.45	2.90
9226	2.27	2.50	3.10
9231	3.05	2.45	2.34
9236	3.00	2.45	2.37
9241	3.70	2.55	2.00
9246	2.39	2.50	2.90
9251	1.83	3.40	3.10
9256	2.40	3.10	2.36
9261	1.80	3.45	3.15
9266	2.33	3.25	2.35
9271	2.40	3.35	2.23
9276	2.35	3.25	2.33
9281	1.94	3.30	2.90
9286	2.75	3.15	2.08
9291	4.10	3.45	1.59
9296	2.30	3.30	2.35
9301	2.30	3.30	2.35
9306	2.11	3.20	2.65
9311	2.25	3.15	2.50
9319	2.90	3.20	1.98
9327	1.91	3.40	2.90
9335	1.86	3.50	2.95
9343	1.97	3.50	2.70
9351	2.75	3.20	2.06
9359	2.90	3.25	1.96
9367	3.35	2.60	2.08
9372	2.06	2.45	3.70
9377	3.20	2.35	2.35
9382	2.50	2.60	2.65
9387	2.75	2.41	2.60
9392	1.83	2.80	3.85
9397	2.25	3.15	2.50
9402	2.45	3.20	2.26
9407	2.33	3.25	2.35
9412	3.40	3.30	1.77
9417	1.89	3.40	2.95
9422	2.35	3.30	2.30
9427	2.22	3.20	2.50
9432	2.70	3.20	2.08
9437	2.50	3.25	2.20
9442	3.50	3.35	1.73
9447	3.85	3.60	1.60
9452	2.65	3.30	2.07
9457	2.40	3.35	2.23
9462	2.15	3.20	2.60
9467	2.00	3.20	2.85
9475	1.97	3.30	2.85
9483	2.05	2.55	3.55
9488	3.10	2.36	2.40
9493	3.05	2.60	2.22
9498	3.15	2.40	2.33
9503	1.83	2.80	3.85
9508	1.97	3.35	2.80
9516	2.45	3.40	2.17
9524	3.25	3.40	1.78
9532	3.35	3.05	1.86
9540	2.80	2.55	2.42
9545	1.93	3.40	2.85
9550	2.70	3.15	2.11
9555	1.88	3.30	3.05
9560	2.21	3.40	2.40
9565	2.29	3.15	2.45
9570	2.95	3.20	1.96
9575	2.30	3.30	2.35
9580	2.24	3.25	2.45
9585	2.60	3.15	2.17
9590	3.15	3.30	1.84
9595	2.33	3.25	2.35
9600	4.35	3.70	1.51
9605	1.80	3.35	3.25
9610	2.80	3.15	2.05
9615	2.08	3.20	2.70
9623	2.34	2.65	2.80
9628	2.16	2.65	3.10
9633	2.45	3.30	2.21
9641	2.50	3.30	2.18
9649	1.82	3.45	3.10
9657	2.10	3.30	2.60
9665	3.70	3.25	1.71
9673	2.31	2.40	3.20
9678	3.65	2.40	2.12
9683	3.25	2.60	2.13
9688	2.50	3.15	2.25
9693	2.00	3.35	2.75
9698	2.40	3.15	2.33
9703	1.69	3.50	3.50
9708	2.95	3.30	1.92
9713	2.33	3.25	2.35
9718	3.00	3.25	1.92
9723	3.15	3.35	1.83
9728	1.95	3.50	2.75
9733	3.45	3.50	1.70
9738	2.70	3.30	2.04
9743	2.70	3.30	2.04
9748	2.33	3.15	2.40
9753	1.88	3.35	3.00
9758	2.40	3.25	2.28
9766	2.40	3.15	2.33
9771	1.86	3.30	3.10
9776	2.30	3.30	2.35
9781	2.85	3.15	2.02
9786	3.15	3.20	1.88
9791	2.16	3.25	2.55
9796	2.80	3.15	2.05
9801	2.65	3.30	2.07
9806	2.75	3.20	2.06
9811	1.50	3.80	4.30
9819	4.55	2.60	1.79
9824	2.65	2.45	2.65
9829	3.65	2.45	2.08
9834	2.80	2.50	2.47
9839	3.35	2.50	2.15
9844	2.40	2.39	3.05
9849	2.50	3.10	2.27
9857	1.94	3.45	2.80
9865	1.76	3.55	3.20
9873	2.45	3.25	2.24
9881	3.25	3.30	1.81
9889	2.45	3.10	2.31
9894	2.65	3.30	2.07
9899	2.70	3.15	2.11
9904	2.60	3.25	2.13
9909	2.24	3.25	2.45
9914	1.70	3.50	3.45
9919	2.45	3.30	2.21
9924	2.05	3.35	2.65
9929	2.13	3.25	2.60
9934	1.96	3.25	2.90
9939	2.90	3.25	1.96
9944	2.35	3.30	2.30
9949	2.35	3.30	2.30
9957	2.26	2.45	3.20
9962	3.35	2.65	2.05
9967	2.36	2.40	3.10
9972	3.40	2.50	2.13
9977	2.65	3.15	2.14
9985	1.97	3.35	2.80
9993	2.70	3.35	2.02
10001	2.13	3.40	2.50
10009	2.06	3.25	2.70
10017	2.35	3.25	2.33
10022	2.28	3.25	2.40
10027	1.70	3.40	3.55
10032	2.27	3.10	2.50
10037	1.93	3.35	2.90
10042	1.77	3.40	3.30
10047	2.31	3.20	2.40
10052	2.35	3.30	2.30
10057	2.90	3.20	1.98
10065	2.11	3.20	2.65
10070	2.28	3.25	2.40
10075	2.17	3.15	2.60
10080	3.00	3.30	1.90
10085	2.65	3.30	2.07
10090	3.90	3.50	1.61
10095	2.55	3.25	2.16
10100	1.48	3.90	4.35
10108	3.75	2.45	2.05
10113	2.43	2.50	2.85
10118	4.35	2.55	1.85
10123	3.35	2.28	2.35
10128	3.40	2.40	2.21
10133	3.10	2.60	2.20
10138	2.85	3.25	1.98
10146	2.65	3.05	2.19
10154	2.80	3.45	1.94
10162	2.70	3.30	2.04
10170	2.35	3.30	2.30
10178	2.15	3.20	2.60
10183	2.14	3.30	2.55
10188	1.77	3.45	3.25
10193	1.94	3.30	2.90
10198	1.99	3.30	2.80
10203	2.40	3.15	2.33
10208	1.86	3.30	3.10
10213	2.30	3.30	2.35
10218	2.85	3.15	2.02
10223	3.15	3.20	1.88
10228	2.50	3.20	2.22
10233	2.80	3.15	2.05
10238	2.65	3.30	2.07
10243	2.75	3.20	2.06
10248	1.50	3.80	4.30
10256	2.70	3.15	2.11
10261	1.97	3.30	2.85
10269	2.30	2.70	2.80
10274	2.70	2.33	2.75
10279	2.80	2.34	2.65
10284	3.35	3.25	1.80
10292	2.90	3.40	1.91
10300	2.00	3.20	2.85
10308	2.75	3.05	2.12
10316	2.09	3.35	2.60
10324	3.00	3.30	1.90
10329	2.30	3.30	2.35
10334	2.85	3.20	2.00
10339	1.66	3.45	3.70
10344	2.17	3.15	2.60
10349	1.97	3.35	2.80
10354	2.40	3.30	2.26
10359	2.35	3.30	2.30
10364	2.90	3.10	2.02
10369	2.06	3.25	2.70
10374	3.15	3.45	1.80
10379	3.30	3.25	1.81
10384	1.98	3.40	2.75
10392	2.70	3.15	2.11
10397	1.94	2.60	3.80
10402	3.65	3.35	1.69
10410	2.85	2.55	2.38
10415	2.65	2.45	2.65
10419	1.82	2.60	4.35
10424	2.60	2.34	2.85
10429	3.50	2.50	2.10
10434	2.65	3.40	2.04
10442	2.26	3.30	2.40
10450	3.90	3.30	1.66
10458	2.60	3.40	2.07
10466	2.50	3.20	2.22
10471	3.30	3.25	1.81
10476	2.15	3.20	2.60
10481	2.35	3.20	2.35
10486	2.33	3.25	2.35
10491	2.21	3.30	2.45
10496	2.11	3.55	2.45
10501	2.08	3.20	2.70
10506	1.95	3.35	2.85
10511	3.15	3.35	1.83
10516	2.18	3.20	2.55
10521	2.50	3.30	2.18
10526	2.17	3.40	2.45
10531	2.35	3.25	2.33
10539	2.90	2.27	2.65
10544	3.05	2.45	2.34
10549	2.60	2.41	2.75
10554	2.85	3.05	2.07
10562	2.21	3.30	2.45
10569	2.55	3.30	2.14
10577	3.15	3.30	1.84
10585	2.85	3.40	1.93
10593	3.00	2.50	2.33
10598	2.24	2.35	3.45
10603	2.11	3.20	2.65
10608	1.87	3.45	2.95
10613	2.20	3.25	2.50
10618	2.50	3.25	2.20
10623	1.70	3.45	3.50
10628	2.14	3.30	2.55
10633	2.28	3.25	2.40
10638	2.90	3.35	1.93
10643	2.26	3.20	2.45
10648	3.15	3.25	1.86
10653	2.24	3.25	2.45
10658	2.70	3.55	1.96
10663	2.25	3.15	2.50
10668	2.21	3.30	2.45
10673	2.35	3.30	2.30
10681	1.92	3.25	3.00
10686	2.18	3.30	2.50
10691	2.35	3.25	2.33
10696	2.40	3.25	2.28
10701	3.15	3.50	1.79
10706	2.40	3.30	2.26
10711	1.92	3.25	3.00
10716	1.95	3.50	2.75
10721	3.75	3.35	1.67
10729	3.65	2.65	1.96
10734	2.40	2.50	2.90
10739	2.55	2.46	2.75
10744	2.14	2.65	3.15
10749	4.25	2.55	1.87
10754	3.45	2.60	2.05
10759	2.07	3.30	2.65
10767	2.85	3.40	1.93
10775	1.69	3.60	3.40
10783	2.85	3.25	1.98
10791	2.90	3.05	2.04
10799	2.21	3.30	2.45
10804	2.29	3.15	2.45
10809	2.31	3.20	2.40
10814	2.30	3.30	2.35
10819	2.02	3.30	2.75
10824	1.78	3.35	3.30
10829	2.25	3.15	2.50
10834	3.00	3.30	1.90
10839	3.15	3.20	1.88
10844	1.95	3.35	2.85
10849	1.90	3.35	2.95
10854	2.50	3.25	2.20
10859	3.45	3.55	1.69
10864	2.01	3.40	2.70
10869	4.25	3.40	1.58
10877	2.80	2.38	2.60
10882	2.08	2.70	3.20
10887	4.60	2.55	1.81
10892	1.95	3.35	2.85
10900	3.10	3.30	1.86
10908	2.75	3.30	2.02
10916	1.96	3.40	2.80
10924	4.85	3.55	1.48
10932	2.95	3.35	1.90
10937	1.73	3.30	3.55
10942	2.75	3.25	2.03
10947	3.30	3.50	1.74
10952	1.97	3.35	2.80
10957	3.45	3.20	1.78
10962	3.40	3.35	1.75
10967	2.70	3.15	2.11
10972	1.97	3.30	2.85
10980	4.15	2.55	1.89
10985	2.80	2.38	2.60
10990	2.55	2.38	2.85
10995	2.22	2.60	3.05
11000	3.95	2.50	1.96
11005	2.95	2.50	2.36
11010	1.94	3.45	2.80
11018	3.30	3.40	1.77
11026	2.35	3.40	2.26
11034	2.01	3.55	2.60
11042	4.25	3.40	1.58
11050	2.14	3.30	2.55
11055	2.60	3.10	2.20
11060	2.40	3.25	2.28
11065	2.40	3.25	2.28
11070	2.95	3.30	1.92
11075	2.60	3.25	2.13
11080	1.92	3.25	3.00
11085	2.18	3.30	2.50
11090	2.35	3.25	2.33
11095	2.40	3.25	2.28
11100	3.15	3.50	1.79
11105	2.40	3.30	2.26
11110	1.92	3.25	3.00
11115	2.01	3.40	2.70
11120	3.65	3.25	1.72
11272	2.85	2.75	2.30
11277	2.60	2.70	2.53
11282	2.80	2.90	2.23
11287	2.08	2.70	3.35
11292	2.75	2.80	2.33
11297	2.29	2.60	3.05
11302	2.65	3.20	2.18
11307	2.35	3.40	2.33
11312	2.08	3.20	2.80
11317	2.11	3.35	2.65
11322	2.07	3.45	2.65
11327	2.01	3.40	2.80
11332	1.69	3.75	3.45
11337	2.45	3.40	2.24
11342	1.99	3.30	2.90
11347	2.45	3.45	2.22
11352	2.24	3.30	2.50
11357	2.80	3.50	1.97
11362	1.98	3.40	2.85
11367	1.91	3.55	2.90
11372	2.40	3.30	2.33
11380	2.15	2.65	3.25
11385	2.45	2.80	2.60
11390	2.41	2.65	2.80
11395	2.16	2.75	3.10
11400	1.86	3.60	3.00
11408	2.00	3.70	2.64
11416	1.99	3.60	2.70
11423	2.80	3.50	1.97
11431	4.15	3.70	1.57
11439	2.24	3.30	2.50
11444	2.06	3.40	2.70
11449	2.70	3.20	2.14
11454	2.03	3.40	2.75
11459	2.11	3.35	2.65
11464	2.50	3.35	2.22
11469	2.45	3.30	2.28
11474	2.40	3.30	2.33
11479	2.33	3.30	2.40
11484	2.40	3.50	2.24
11489	2.60	3.35	2.14
11494	2.50	3.20	2.29
11499	2.11	3.35	2.65
11507	2.70	3.20	2.14
11512	2.03	3.40	2.75
11517	2.11	3.35	2.65
11522	2.50	3.35	2.22
11527	2.45	3.30	2.28
11532	2.40	3.30	2.33
11537	2.33	3.30	2.40
11542	2.40	3.50	2.24
11547	2.60	3.35	2.14
11552	2.50	3.20	2.29
11557	2.11	3.35	2.65
11565	2.06	2.80	3.25
11570	2.70	2.85	2.34
11575	1.78	2.90	4.10
11580	2.50	2.55	2.80
11585	3.10	2.80	2.13
11590	2.05	3.00	3.05
11595	2.80	3.45	1.99
11603	2.01	3.40	2.80
11611	2.70	3.15	2.17
11619	1.91	3.55	2.90
11624	2.04	3.55	2.65
11629	2.04	3.30	2.80
11634	2.60	3.35	2.14
11639	2.90	3.50	1.93
11644	1.98	3.40	2.85
11649	2.45	3.30	2.28
11654	2.45	3.30	2.28
11659	2.75	3.35	2.05
11664	2.35	3.25	2.40
11669	2.55	3.20	2.25
11674	2.45	3.35	2.26
11679	2.45	3.30	2.28
11684	2.40	3.25	2.35
11689	2.45	3.20	2.33
11697	3.10	2.50	2.34
11702	2.70	2.85	2.33
11707	1.69	3.25	4.00
11712	1.85	3.50	3.10
11720	2.03	3.50	2.70
11728	2.60	3.35	2.14
11736	3.70	3.55	1.67
11744	1.59	3.80	3.90
11749	2.33	3.20	2.45
11754	2.55	3.40	2.16
11759	2.24	3.30	2.50
11764	1.83	3.55	3.10
12320	2.02	3.45	2.75
12328	2.70	3.60	1.99
12336	2.55	3.45	2.14
12344	1.75	3.70	3.25
12352	2.55	2.50	2.80
12357	2.60	2.70	2.54
12362	4.60	2.80	1.74
12367	2.35	3.25	2.40
12372	2.60	3.35	2.14
12377	2.28	3.30	2.45
12382	1.83	3.45	3.20
12387	2.17	3.30	2.60
12392	2.03	3.50	2.70
12397	2.60	3.40	2.12
12402	2.45	3.30	2.28
12407	2.40	3.50	2.24
12412	2.70	3.30	2.10
12417	2.85	3.40	1.98
12422	2.60	3.35	2.14
12427	1.91	3.30	3.10
12435	2.45	2.70	2.70
12440	2.80	2.60	2.45
12445	2.07	3.55	2.60
12453	1.75	4.00	3.05
12461	2.80	3.75	1.90
12469	2.35	3.25	2.40
12477	2.05	3.35	2.75
12485	2.33	2.75	2.80
12490	2.95	2.50	2.44
12495	3.15	2.70	2.17
12500	4.60	3.10	1.64
12505	2.31	3.25	2.45
12510	2.12	3.40	2.60
12515	2.65	3.25	2.15
12520	2.55	3.50	2.12
12525	1.96	3.40	2.90
12530	2.22	3.25	2.55
12535	2.55	3.40	2.16
12540	2.50	3.30	2.24
12545	2.35	3.40	2.33
12550	2.45	3.35	2.26
12555	2.35	3.35	2.35
12560	2.24	3.15	2.60
12565	2.50	3.50	2.16
12570	3.95	3.40	1.66
12578	3.20	2.70	2.14
12583	2.70	2.60	2.54
12588	2.31	3.25	2.45
12596	1.68	3.65	3.55
12604	2.75	3.80	1.91
12612	2.30	3.45	2.35
12619	1.56	3.85	4.00
12627	2.45	2.75	2.65
12632	4.55	2.70	1.79
12637	3.20	2.75	2.11
12642	3.55	2.90	1.91
12647	2.65	3.30	2.13
12652	2.60	3.25	2.19
12660	2.80	3.30	2.04
12665	2.20	3.30	2.55
12670	2.65	3.30	2.13
12675	2.85	3.20	2.06
12680	2.24	3.30	2.50
12685	2.30	3.45	2.35
12690	2.45	3.25	2.31
12695	2.07	3.30	2.75
12700	2.90	3.45	1.94
12705	2.90	3.55	1.91
12710	3.35	3.45	1.78
12715	2.06	3.20	2.85
12720	2.40	3.30	2.33
13454	2.37	2.80	2.70
13459	3.45	2.60	2.11
13464	2.22	2.55	3.25
13469	3.40	2.95	1.94
13474	2.41	2.70	2.75
13479	3.25	3.25	1.87
13487	3.50	3.55	1.72
13495	3.50	3.55	1.72
13503	1.92	3.40	3.00
13511	3.35	3.50	1.77
13519	1.67	3.65	3.60
13524	2.35	3.25	2.40
13529	1.62	3.60	3.95
13534	2.70	3.45	2.04
13539	2.29	3.20	2.50
13544	2.40	3.30	2.33
13549	2.21	3.20	2.60
13554	3.10	3.35	1.89
13559	2.18	3.35	2.55
13564	2.33	3.30	2.40
13569	2.08	3.35	2.70
13574	2.75	3.15	2.14
13579	2.12	3.40	2.60
13584	1.96	3.40	2.90
13589	1.98	3.40	2.85
13597	2.50	2.80	2.55
13602	1.96	3.10	3.15
13607	2.21	2.80	2.95
13612	3.05	3.20	1.96
13620	3.15	3.35	1.87
13628	2.90	3.45	1.94
13636	1.76	3.65	3.25
13644	2.22	3.45	2.45
13652	3.55	2.65	2.04
13657	2.38	2.65	2.85
