id	pub_home_div	pub_draw_div	pub_away_div
2295	2.80	3.25	2.06
2300	1.74	3.60	3.35
2308	2.65	2.60	2.58
2313	3.00	2.80	2.18
2318	4.30	2.85	1.77
2323	3.15	2.55	2.27
2328	2.85	2.75	2.30
2333	2.15	2.80	3.05
2338	2.15	2.95	2.90
2343	3.10	2.75	2.16
2348	3.15	2.85	2.08
2353	3.85	2.60	1.98
2358	2.65	2.70	2.49
2363	2.38	2.65	2.85
2368	2.30	2.85	2.75
2373	2.85	2.75	2.30
2378	3.10	2.65	2.22
2383	2.46	2.85	2.55
2388	2.28	2.65	3.00
2393	2.14	3.45	2.55
2401	1.89	3.80	2.80
2409	3.70	3.60	1.66
2417	2.55	3.25	2.22
2425	1.74	3.50	3.45
2441	1.76	3.60	3.30
2449	3.65	2.85	1.91
2454	2.90	3.30	1.99
2459	1.95	3.30	3.00
2464	2.33	3.30	2.40
2469	2.55	3.35	2.18
2474	2.32	3.15	2.50
2479	3.45	3.45	1.76
2484	3.30	3.40	1.81
2489	2.60	3.20	2.21
2494	2.18	3.35	2.55
2499	2.75	3.50	2.00
2504	3.05	3.35	1.91
2509	2.60	3.15	2.24
2517	1.81	2.95	3.90
2522	2.85	2.65	2.38
2527	2.18	2.50	3.45
2532	2.90	2.50	2.47
2537	2.90	2.65	2.34
2542	2.28	2.65	3.00
2547	2.35	3.25	2.40
2555	3.20	3.40	1.84
2563	1.96	3.55	2.80
2571	1.83	3.55	3.10
2579	4.90	3.70	1.48
2587	2.18	3.35	2.55
2592	1.86	3.40	3.15
2597	2.70	3.25	2.12
2602	2.13	3.30	2.65
2607	2.70	3.15	2.17
2612	3.60	3.40	1.73
2617	2.35	3.25	2.40
2622	2.70	3.40	2.06
2627	3.20	3.35	1.86
2632	2.70	3.15	2.17
2637	2.50	3.30	2.24
2642	3.40	3.55	1.74
2647	3.20	3.35	1.86
2652	2.65	3.20	2.18
2657	2.33	3.30	2.40
2665	2.35	3.35	2.35
2670	1.99	3.45	2.80
2675	2.40	3.30	2.33
2680	1.96	3.55	2.80
2688	2.42	2.60	2.85
2693	2.65	2.65	2.53
2698	3.20	2.75	2.11
2703	2.54	2.70	2.60
2708	2.75	2.45	2.65
2713	3.50	2.60	2.09
2718	2.65	3.30	2.13
2726	2.60	3.30	2.17
2734	2.55	3.45	2.14
2741	3.95	3.55	1.63
2749	2.29	3.05	2.60
2757	2.50	3.20	2.29
2762	1.68	3.60	3.60
2767	1.56	3.85	4.00
2772	2.33	3.20	2.45
2777	2.26	3.25	2.50
2782	3.45	3.30	1.80
2787	2.04	3.25	2.85
2792	2.40	3.30	2.33
2797	2.70	3.35	2.08
2802	3.00	3.50	1.89
2807	2.06	3.40	2.70
2812	1.96	3.40	2.90
2817	2.21	3.20	2.60
2822	1.74	3.75	3.25
2830	2.39	2.55	2.95
2835	2.37	2.75	2.75
2840	2.65	2.90	2.34
2845	3.30	2.55	2.20
2850	2.22	3.25	2.55
2858	2.35	3.45	2.30
2866	2.40	3.60	2.20
2874	2.20	3.40	2.50
2882	2.65	2.95	2.31
2890	2.13	3.30	2.65
2895	1.75	3.65	3.30
2900	2.30	3.35	2.40
2905	2.18	3.20	2.65
2910	2.40	3.30	2.33
2915	2.10	3.30	2.70
2920	2.29	3.20	2.50
2925	1.86	3.40	3.15
2930	2.17	3.30	2.60
2935	3.80	3.60	1.64
2940	2.03	3.40	2.75
2945	2.33	3.20	2.45
2950	1.54	4.15	3.85
2955	2.22	3.35	2.50
2963	2.70	2.80	2.37
2968	2.90	2.60	2.38
2973	2.53	2.65	2.65
2978	3.80	3.15	1.76
2986	2.16	2.55	3.40
2991	2.10	3.30	2.70
2999	1.92	3.60	2.85
3007	2.45	3.40	2.24
3015	2.02	3.45	2.75
3023	2.30	2.85	2.75
3028	4.45	2.80	1.76
3033	2.35	3.35	2.35
3038	2.11	3.35	2.65
3043	2.09	3.40	2.65
3048	3.05	3.25	1.95
3053	2.45	3.25	2.31
3058	2.65	3.35	2.11
3063	2.24	3.30	2.50
3068	2.09	3.25	2.75
3073	3.25	3.55	1.79
3078	2.35	3.40	2.33
3083	2.16	3.40	2.55
3088	2.27	3.15	2.55
3093	1.71	3.60	3.50
3098	1.81	3.50	3.20
3106	2.12	3.25	2.70
3111	2.75	3.35	2.05
3116	2.05	3.35	2.75
3121	2.50	3.25	2.26
3126	2.20	3.30	2.55
3131	1.83	3.55	3.10
3136	2.05	3.35	2.75
3141	2.09	3.25	2.75
3146	2.22	3.45	2.45
3151	2.50	3.30	2.24
3156	2.10	3.30	2.70
3164	1.96	2.80	3.55
3169	3.05	3.35	1.91
3177	1.55	4.15	3.80
3185	2.40	3.35	2.30
3193	2.12	3.40	2.60
3201	2.65	3.30	2.13
3209	2.90	3.35	1.98
3214	2.16	3.50	2.50
3219	2.45	3.30	2.28
3224	2.60	3.30	2.17
3229	2.11	3.35	2.65
3234	1.78	3.50	3.30
3239	1.90	3.45	3.00
3244	2.30	3.35	2.40
3249	1.86	3.45	3.10
3254	2.11	3.35	2.65
3259	2.35	3.25	2.40
3264	1.83	3.55	3.10
3269	2.05	3.35	2.75
3274	2.65	3.40	2.09
3282	3.40	3.30	1.81
3290	1.75	3.65	3.30
3297	2.80	3.35	2.03
3305	3.55	3.65	1.68
3313	2.60	3.40	2.12
3321	2.40	3.30	2.33
3326	2.15	3.25	2.65
3331	2.80	3.20	2.08
3336	2.07	3.30	2.75
3341	2.35	3.35	2.35
3346	1.99	3.45	2.80
3351	2.40	3.30	2.33
3356	2.18	3.45	2.50
3364	2.50	3.30	2.24
3372	1.76	3.50	3.40
3377	2.07	3.55	2.60
3382	2.11	3.35	2.65
3387	2.18	3.35	2.55
3392	2.05	3.35	2.75
3397	1.77	3.55	3.30
3402	2.26	3.35	2.45
3407	2.22	3.45	2.45
3412	2.26	3.35	2.45
3417	2.01	3.40	2.80
3425	2.55	2.54	2.75
3430	4.40	2.75	1.79
3435	3.10	3.40	1.88
3443	1.60	3.80	3.80
3451	2.65	3.50	2.06
3459	3.70	3.50	1.69
3467	2.45	3.50	2.20
3475	1.93	3.35	3.00
3480	2.24	3.30	2.50
3485	2.60	3.20	2.21
3490	2.12	3.25	2.70
3495	2.75	3.35	2.05
3500	2.05	3.35	2.75
3505	2.50	3.25	2.26
3510	2.20	3.30	2.55
3515	1.83	3.55	3.10
3520	2.14	3.20	2.70
3525	2.09	3.25	2.75
3530	2.22	3.45	2.45
3535	2.50	3.30	2.24
3540	2.10	3.30	2.70
3548	3.30	3.55	1.77
3553	2.60	3.30	2.17
3558	2.04	2.80	3.30
3563	2.90	2.75	2.27
3568	2.37	2.70	2.80
3573	2.75	2.70	2.41
3578	3.65	2.70	1.98
3583	1.94	3.20	3.10
3588	1.73	3.60	3.40
3596	1.90	3.75	2.80
3604	2.20	3.40	2.50
3612	2.40	3.40	2.28
3620	2.90	3.20	2.03
3628	2.24	3.30	2.50
3633	3.00	3.35	1.93
3638	2.18	3.35	2.55
3643	2.50	3.25	2.26
3648	2.33	3.30	2.40
3653	2.45	3.25	2.31
3658	2.60	3.35	2.14
3663	2.45	3.25	2.31
3668	1.67	3.60	3.65
3673	3.25	3.40	1.83
3678	2.18	3.35	2.55
3683	2.70	3.35	2.08
3688	3.60	3.65	1.67
3693	1.75	3.85	3.15
3698	2.50	3.25	2.26
3706	1.89	3.20	3.25
3711	2.14	2.70	3.20
3716	2.85	2.60	2.42
3721	2.25	2.65	3.05
3726	3.60	2.40	2.20
3731	1.83	3.65	3.05
3739	1.77	3.60	3.25
3747	2.29	3.20	2.50
3755	2.16	3.60	2.45
3763	2.60	3.00	2.32
3771	2.27	2.70	2.95
3776	2.45	3.30	2.28
3781	2.90	3.35	1.98
3786	2.50	3.30	2.24
3791	2.14	3.35	2.60
3796	2.20	3.40	2.50
3801	2.50	3.25	2.26
3806	3.30	3.30	1.84
3811	2.90	3.45	1.94
3816	4.00	3.45	1.64
3821	2.40	3.25	2.35
3826	2.17	3.30	2.60
3831	2.26	3.35	2.45
3836	2.85	3.20	2.06
3841	1.92	3.60	2.85
3846	2.60	3.25	2.19
3854	2.06	2.85	3.20
3859	2.70	2.60	2.54
3864	2.65	2.53	2.65
3869	3.15	2.55	2.27
3874	1.94	2.90	3.45
3879	3.10	3.20	1.94
3887	2.75	2.55	2.54
3892	1.92	3.45	2.95
3900	2.05	3.70	2.55
3908	2.95	3.35	1.95
3916	2.01	3.25	2.90
3921	3.15	3.50	1.83
3926	2.24	3.40	2.45
3931	2.85	3.40	1.98
3936	2.40	3.30	2.33
3941	2.55	3.35	2.18
3946	2.40	3.30	2.33
3951	2.95	3.15	2.03
3956	2.33	3.30	2.40
3961	3.80	3.55	1.65
3966	1.81	3.70	3.05
3971	2.15	3.25	2.65
3976	2.70	3.30	2.10
3981	2.50	3.30	2.24
3989	2.60	3.15	2.24
3994	2.31	3.25	2.45
3999	2.75	3.35	2.05
4004	3.25	3.40	1.83
4009	3.15	3.55	1.82
4014	2.65	3.30	2.13
4019	2.65	3.20	2.18
4024	2.50	3.30	2.24
4029	2.40	3.50	2.24
4037	2.33	2.80	2.75
4042	3.05	2.75	2.18
4047	2.18	2.75	3.05
4052	2.27	2.85	2.80
4057	2.60	2.58	2.65
4062	2.55	2.75	2.54
4067	1.59	3.90	3.80
4075	3.25	3.45	1.81
4083	3.20	3.40	1.84
4091	2.11	3.45	2.60
4099	4.65	3.50	1.54
4107	2.10	3.30	2.70
4112	2.50	3.20	2.29
4117	2.40	3.30	2.33
4122	2.03	3.35	2.80
4127	2.75	3.35	2.05
4132	4.05	3.55	1.61
4137	2.50	3.25	2.26
4142	1.94	3.45	2.90
4147	3.05	3.30	1.93
4152	2.24	3.30	2.50
4157	2.65	3.40	2.09
4162	3.30	3.25	1.86
4167	3.45	3.55	1.73
4172	2.55	3.50	2.12
4177	2.40	3.30	2.33
4185	2.90	2.75	2.27
4190	2.65	2.70	2.49
4195	2.04	2.70	3.45
4200	2.80	2.60	2.45
4205	2.30	2.70	2.90
4210	2.60	2.65	2.58
4215	2.07	3.30	2.75
4223	2.75	3.40	2.03
4231	3.05	3.45	1.88
4239	2.85	3.25	2.04
4247	4.15	3.35	1.64
4255	2.18	3.35	2.55
4260	2.50	3.25	2.26
4265	2.35	3.40	2.33
4270	2.40	3.40	2.28
4275	3.25	3.55	1.79
4280	3.30	3.55	1.77
4285	2.60	3.30	2.17
4290	2.40	3.35	2.30
4298	2.90	3.35	1.98
4303	2.65	3.20	2.18
4308	2.50	3.25	2.26
4313	3.75	3.45	1.69
4318	2.85	3.45	1.97
4323	2.19	3.25	2.60
4328	1.93	3.35	3.00
4333	3.55	3.70	1.67
4341	2.16	2.75	3.10
4346	2.55	2.54	2.75
4351	2.33	2.55	3.05
4356	2.65	2.70	2.49
4361	2.65	2.53	2.65
4366	2.58	2.65	2.60
4371	1.64	3.70	3.70
4379	3.00	3.30	1.95
4387	2.40	3.40	2.28
4395	2.20	3.40	2.50
4403	2.50	3.20	2.29
4411	2.75	3.30	2.07
4416	2.50	3.20	2.29
4421	2.55	3.20	2.25
4426	2.33	3.20	2.45
4431	2.26	3.25	2.50
4436	2.95	3.30	1.97
4441	2.60	3.15	2.24
4446	2.31	3.25	2.45
4451	2.75	3.35	2.05
4456	3.25	3.40	1.83
4461	3.15	3.55	1.82
4466	2.65	3.30	2.13
4471	2.65	3.20	2.18
4476	2.50	3.30	2.24
4481	2.65	3.55	2.04
4489	1.78	3.50	3.30
4494	2.65	3.30	2.13
4499	2.26	3.45	2.40
4504	2.40	3.35	2.30
4509	3.25	3.60	1.77
4517	2.47	2.50	2.90
4522	2.90	2.70	2.30
4527	4.00	2.85	1.82
4532	3.65	2.55	2.07
4537	1.91	2.75	3.80
4541	3.80	2.40	2.13
4546	1.94	3.45	2.90
4554	3.70	3.55	1.67
4562	2.16	3.50	2.50
4570	2.30	3.35	2.40
4578	2.22	3.35	2.50
4586	2.01	3.55	2.70
4591	1.84	3.45	3.15
4596	3.05	3.25	1.95
4601	2.10	3.30	2.70
4606	2.00	3.35	2.85
4611	3.05	3.25	1.95
4616	2.28	3.30	2.45
4621	2.50	3.30	2.24
4626	3.15	3.20	1.93
4631	2.24	3.40	2.45
4636	2.50	3.25	2.26
4641	3.25	3.55	1.79
4646	2.32	3.15	2.50
4651	2.20	3.40	2.50
4656	1.80	3.55	3.20
4664	2.75	3.45	2.02
4672	2.70	2.90	2.30
4677	3.70	2.80	1.92
4682	3.25	2.55	2.22
4687	2.22	2.50	3.35
4692	3.55	2.50	2.14
4697	2.45	3.25	2.31
4705	3.40	3.75	1.70
4713	2.22	3.45	2.45
4721	3.35	3.55	1.76
4728	2.50	2.44	2.95
4733	3.00	3.30	1.95
4738	2.17	3.30	2.60
4743	2.26	3.35	2.45
4748	2.13	3.30	2.65
4753	2.45	3.20	2.33
4758	2.14	3.35	2.60
4763	3.20	3.30	1.87
4768	2.40	3.35	2.30
4773	2.35	3.25	2.40
4778	2.03	3.40	2.75
4783	2.45	3.25	2.31
4788	4.85	3.95	1.45
4793	2.65	3.20	2.18
4801	1.48	4.05	4.40
4806	3.20	2.70	2.14
4811	3.00	2.50	2.40
4815	2.18	2.65	3.20
4820	3.85	2.60	1.98
4825	3.20	2.75	2.11
4830	2.03	3.20	2.90
4838	2.35	3.45	2.30
4846	2.60	3.35	2.14
4854	1.85	3.50	3.10
4862	3.30	3.55	1.77
4870	1.95	3.50	2.85
4875	1.88	3.45	3.05
4880	2.04	3.45	2.70
4885	2.17	3.30	2.60
4890	2.60	3.30	2.17
4895	2.70	3.30	2.10
4900	2.50	3.35	2.22
4905	2.55	3.35	2.18
4910	2.22	3.35	2.50
4915	2.25	3.20	2.55
4920	3.70	3.65	1.65
4925	2.24	3.30	2.50
4930	2.55	3.20	2.25
4935	1.78	3.50	3.30
4940	2.35	3.25	2.40
4958	1.74	3.55	3.40
4963	2.18	3.35	2.55
4968	2.19	3.25	2.60
4973	2.90	3.45	1.94
4978	1.72	3.65	3.40
4983	2.55	3.15	2.27
4988	2.35	3.25	2.40
4993	2.40	3.30	2.33
4998	1.98	3.40	2.85
5003	2.18	3.20	2.65
5011	2.80	3.35	2.03
5015	3.95	3.60	1.62
5023	1.93	3.75	2.75
5031	2.55	3.45	2.14
5039	2.15	3.25	2.65
5047	2.22	3.45	2.45
5055	2.95	2.44	2.50
5060	2.31	2.65	2.95
5065	2.39	2.55	2.95
5070	4.15	2.65	1.88
5075	2.50	2.44	2.95
5080	3.90	2.55	2.00
5085	2.50	3.25	2.26
5090	2.04	3.30	2.80
5095	2.14	3.35	2.60
5100	2.17	3.15	2.70
5105	1.84	3.35	3.25
5110	2.14	3.35	2.60
5115	2.08	3.20	2.80
5120	2.05	3.35	2.75
5125	2.20	3.30	2.55
5130	2.02	3.30	2.85
5135	2.40	3.25	2.35
5140	2.30	3.35	2.40
5145	3.20	3.25	1.89
5150	1.97	3.45	2.85
5155	3.80	3.65	1.63
5163	3.25	2.45	2.31
5168	2.60	2.58	2.65
5173	2.38	2.60	2.90
5178	3.15	2.50	2.32
5183	3.10	2.34	2.50
5188	3.55	2.50	2.14
5193	2.30	3.10	2.55
5201	2.06	3.50	2.65
5209	1.96	3.55	2.80
5217	2.35	3.40	2.33
5225	2.75	3.45	2.02
5233	1.78	3.50	3.30
5238	2.05	3.35	2.75
5243	2.45	3.40	2.24
5248	1.98	3.55	2.75
5253	1.78	3.50	3.30
5258	2.65	3.30	2.13
5263	2.26	3.45	2.40
5268	2.50	3.30	2.24
5273	3.15	3.45	1.84
5281	2.60	3.30	2.17
5289	1.90	3.40	3.05
5294	2.06	3.40	2.70
5299	2.33	3.30	2.40
5304	1.98	3.35	2.90
5309	2.12	3.25	2.70
5314	2.70	3.25	2.12
5319	1.66	3.70	3.60
5324	2.25	3.20	2.55
5332	3.30	3.40	1.81
5337	2.90	2.55	2.43
5342	2.45	2.70	2.70
5347	2.90	2.55	2.42
5352	4.10	2.60	1.92
5357	2.10	3.30	2.70
5365	1.61	3.80	3.75
5373	2.18	3.20	2.65
5381	1.87	3.55	3.00
5389	3.10	3.60	1.82
5397	1.99	3.45	2.80
5402	2.17	3.30	2.60
5407	2.45	3.30	2.28
5412	2.22	3.35	2.50
5417	1.74	3.55	3.40
5422	2.18	3.35	2.55
5427	2.19	3.25	2.60
5432	2.80	3.35	2.03
5437	1.80	3.50	3.25
5442	2.55	3.15	2.27
5447	2.35	3.25	2.40
5452	2.40	3.30	2.33
5457	1.98	3.40	2.85
5462	2.18	3.20	2.65
5470	2.80	3.35	2.03
5475	2.09	3.25	2.75
5483	2.30	2.70	2.90
5488	2.95	2.70	2.27
5493	2.00	3.00	3.15
5498	5.80	2.70	1.65
5503	2.05	3.05	3.00
5508	2.03	2.70	3.50
5513	2.04	3.45	2.70
5521	2.17	3.55	2.45
5529	1.88	3.45	3.05
5537	4.00	3.50	1.63
5545	1.92	3.70	2.80
5553	3.15	3.40	1.86
5558	2.60	3.35	2.14
5563	2.10	3.30	2.70
5568	2.60	3.30	2.17
5573	1.93	3.35	3.00
5578	2.40	3.20	2.38
5583	2.45	3.25	2.31
5588	2.90	3.25	2.01
5593	2.75	3.30	2.07
5598	2.31	3.25	2.45
5603	2.75	3.25	2.09
5608	3.55	3.55	1.71
5613	3.30	3.55	1.77
5618	2.14	3.20	2.70
5623	2.55	3.25	2.22
5631	1.81	3.70	3.05
5639	2.37	2.70	2.80
5644	2.42	2.45	3.05
5649	2.09	2.65	3.40
5654	4.05	2.80	1.83
5659	2.80	2.55	2.50
5664	1.83	2.85	3.95
5669	3.00	3.20	1.99
5677	1.71	3.55	3.55
5685	2.90	3.40	1.96
5693	1.94	3.45	2.90
5701	2.75	3.30	2.07
5706	2.90	3.20	2.03
5711	2.45	3.20	2.33
5716	2.13	3.30	2.65
5721	2.85	3.20	2.06
5726	1.98	3.35	2.90
5731	2.27	3.15	2.55
5736	2.55	3.30	2.20
5741	2.27	3.15	2.55
5746	3.00	3.30	1.95
5751	3.05	3.50	1.87
5756	2.70	3.45	2.04
5761	3.25	3.45	1.81
5766	1.99	3.20	3.00
5771	2.40	3.25	2.35
5779	2.05	2.75	3.35
5784	2.70	2.60	2.54
5789	4.65	2.70	1.77
5794	2.65	2.60	2.58
5799	2.07	2.75	3.30
5804	2.13	3.30	2.65
5812	1.95	3.85	2.65
5820	2.60	3.30	2.17
5828	3.50	3.20	1.81
5836	1.98	3.65	2.70
5844	2.06	2.65	3.50
5849	2.31	3.25	2.45
5854	2.95	3.35	1.95
5859	2.02	3.30	2.85
5864	1.78	3.50	3.30
5869	2.06	3.25	2.80
5874	2.65	3.20	2.18
5879	3.10	3.50	1.85
5884	3.95	3.45	1.65
5889	2.26	3.25	2.50
5894	2.40	3.25	2.35
5899	2.80	3.45	1.99
5904	3.40	3.55	1.74
5909	2.06	3.25	2.80
5914	1.72	3.55	3.50
5919	2.60	3.30	2.17
5927	2.25	3.20	2.55
5932	2.70	3.20	2.14
5937	1.88	3.45	3.05
5942	4.25	3.65	1.56
5947	2.70	3.20	2.14
5952	2.17	3.30	2.60
5957	2.26	3.25	2.50
5962	2.65	3.35	2.11
5967	2.65	3.40	2.09
5972	1.65	3.65	3.70
5980	3.85	2.75	1.90
5985	3.00	2.50	2.40
5989	2.65	2.58	2.60
5994	2.54	2.75	2.55
5999	2.95	2.50	2.44
6004	2.34	2.65	2.90
6009	2.45	3.15	2.36
6017	3.65	3.60	1.67
6025	3.15	3.50	1.83
6033	2.55	3.50	2.12
6041	3.35	3.05	1.91
6049	1.98	3.35	2.90
6054	1.78	3.50	3.30
6059	2.11	3.35	2.65
6064	2.85	3.35	2.00
6069	3.00	3.30	1.95
6074	3.50	3.25	1.80
6079	2.60	3.30	2.17
6084	2.60	3.30	2.17
6089	2.33	3.20	2.45
6094	2.80	3.25	2.06
6099	2.45	3.30	2.28
6104	3.30	3.50	1.78
6109	2.28	3.30	2.45
6114	1.91	3.35	3.05
6119	1.36	4.25	5.60
6127	2.70	2.45	2.70
6132	3.00	2.60	2.32
6137	3.30	2.70	2.10
6142	2.65	2.53	2.65
6147	2.80	2.55	2.50
6152	2.90	2.47	2.50
6157	2.55	3.05	2.33
6165	2.95	3.65	1.86
6173	2.75	3.35	2.05
6181	2.90	3.55	1.91
6189	2.75	3.15	2.14
6197	2.26	3.35	2.45
6202	2.00	3.50	2.75
6207	3.15	3.30	1.89
6212	2.20	3.30	2.55
6217	1.95	3.30	3.00
6222	2.04	3.25	2.85
6230	2.40	3.35	2.30
6238	2.55	3.30	2.20
6243	2.75	3.30	2.07
6248	1.67	3.55	3.70
6253	2.60	3.30	2.17
6258	3.10	3.40	1.88
6263	2.04	3.25	2.85
6268	2.19	3.25	2.60
6273	1.91	3.35	3.05
6278	2.90	3.20	2.03
6283	2.17	3.30	2.60
6288	1.95	3.30	3.00
6293	1.47	4.15	4.40
6298	2.40	3.35	2.30
6306	2.70	2.54	2.60
6311	4.55	2.65	1.81
6316	3.65	2.55	2.07
6321	2.95	2.50	2.44
6326	2.75	2.54	2.55
6331	2.65	2.49	2.70
6336	3.00	3.25	1.97
6344	3.30	3.30	1.84
6352	2.60	3.10	2.26
6360	2.17	3.30	2.60
6365	2.65	3.25	2.15
6370	2.31	3.25	2.45
6375	2.20	3.30	2.55
6380	2.65	3.25	2.15
6385	2.25	3.20	2.55
6390	2.70	3.20	2.14
6395	1.95	3.35	2.95
6400	4.10	3.50	1.61
6405	2.70	3.20	2.14
6410	2.17	3.30	2.60
6415	2.35	3.25	2.40
6420	2.65	3.35	2.11
6425	2.60	3.20	2.21
6430	1.65	3.65	3.70
6438	1.96	3.40	2.90
6443	2.45	3.25	2.31
6448	1.69	3.80	3.40
6456	3.80	2.40	2.13
6461	3.50	2.35	2.28
6466	2.50	2.55	2.80
6471	2.95	2.50	2.44
6476	2.80	2.60	2.45
6481	2.12	3.25	2.70
6489	3.20	3.40	1.84
6497	2.00	3.50	2.75
6505	2.33	3.40	2.35
6513	2.35	3.40	2.33
6521	2.08	3.20	2.80
6526	1.93	3.20	3.15
6531	2.07	3.30	2.75
6536	1.99	3.30	2.90
6541	2.45	3.25	2.31
6546	2.09	3.25	2.75
6551	2.33	3.30	2.40
6556	1.69	3.80	3.40
6561	2.60	3.30	2.17
6566	2.90	3.30	1.99
6571	3.50	3.35	1.77
6576	2.24	3.30	2.50
6581	1.82	3.55	3.15
6586	2.65	3.20	2.17
6594	1.77	3.50	3.35
6602	2.60	2.65	2.58
6607	2.39	2.55	2.95
6612	2.37	2.50	3.05
6617	2.65	2.49	2.70
6622	2.45	2.65	2.75
6627	2.80	3.55	1.96
6635	2.55	3.20	2.25
6643	2.28	3.30	2.45
6651	2.50	3.35	2.22
6659	4.00	2.50	2.00
6664	2.45	3.40	2.24
6669	2.04	3.30	2.80
6674	3.10	3.20	1.94
6679	2.40	3.30	2.33
6684	1.91	3.30	3.10
6689	2.45	3.20	2.33
6694	3.05	3.35	1.91
6699	2.45	3.30	2.28
6704	1.85	3.50	3.10
6709	2.75	3.35	2.05
6714	2.55	3.20	2.25
6719	3.00	3.30	1.95
6724	1.81	3.70	3.05
6732	2.75	2.49	2.60
6737	2.80	2.50	2.55
6742	2.65	2.49	2.70
6747	1.77	3.50	3.35
6755	2.60	3.45	2.11
6763	3.15	3.40	1.86
6771	1.91	3.55	2.90
6779	1.80	3.85	3.00
6787	3.55	2.60	2.07
6792	2.24	2.60	3.15
6797	2.70	2.60	2.54
6802	2.04	3.25	2.85
6807	2.31	3.25	2.45
6812	2.95	3.20	2.01
6817	2.21	3.20	2.60
6822	1.99	3.30	2.90
6827	2.70	3.25	2.12
6832	3.70	3.40	1.71
6837	3.05	3.30	1.93
6842	1.97	3.25	3.00
6847	2.55	3.25	2.22
6852	1.95	3.35	2.95
6857	1.98	3.40	2.85
6862	1.80	3.55	3.20
6867	2.40	3.35	2.30
6875	2.18	3.35	2.55
6880	2.13	3.30	2.65
6885	2.90	3.25	2.01
6890	2.70	3.25	2.12
6895	2.55	3.25	2.22
6900	2.60	3.40	2.12
6905	2.26	3.35	2.45
6910	2.06	3.25	2.80
6915	3.35	3.45	1.78
6923	2.40	3.30	2.33
6928	2.25	2.65	3.05
6933	2.95	2.50	2.44
6938	2.15	2.85	3.00
6943	2.38	2.60	2.90
6948	2.65	2.65	2.53
6953	3.75	3.35	1.71
6961	2.20	3.40	2.50
6966	2.40	3.30	2.33
6971	2.00	3.35	2.85
6976	2.80	3.45	1.99
6981	2.33	3.30	2.40
6986	2.09	3.25	2.75
6991	4.20	3.45	1.61
6996	3.10	3.25	1.93
7001	2.70	3.35	2.08
7006	1.98	3.35	2.90
7011	2.45	3.25	2.31
7016	2.50	3.10	2.34
7021	2.35	3.25	2.40
7026	3.70	3.25	1.75
7031	2.75	3.55	1.98
7039	2.30	2.75	2.85
7044	3.60	2.45	2.16
7049	2.08	3.20	2.80
7057	2.26	3.25	2.50
7065	2.60	3.10	2.26
7073	2.28	3.40	2.40
7081	1.99	3.70	2.65
7089	2.50	3.20	2.29
7094	2.80	3.25	2.06
7099	2.55	3.30	2.20
7104	3.20	3.25	1.89
7109	1.96	3.40	2.90
7114	2.45	3.25	2.31
7119	1.74	3.70	3.30
7127	2.04	3.25	2.85
7135	1.90	3.60	2.90
7140	2.14	3.55	2.50
7145	2.65	3.30	2.13
7150	2.03	3.35	2.80
7155	3.05	3.40	1.90
7160	1.75	3.65	3.30
7165	2.60	3.30	2.17
7170	2.40	3.35	2.30
7175	1.85	3.70	2.95
7180	3.35	3.50	1.77
7185	2.90	3.55	1.91
7190	1.89	3.35	3.10
7195	3.30	3.30	1.84
7203	2.24	3.40	2.45
7208	2.75	2.70	2.40
7213	2.42	2.45	3.05
7218	2.85	2.42	2.60
7223	2.30	2.75	2.85
7228	2.39	2.55	2.95
7233	3.55	2.55	2.10
7238	2.45	3.30	2.28
7246	2.65	3.20	2.18
7254	2.85	3.35	2.00
7262	2.20	3.40	2.50
7270	2.20	3.30	2.55
7278	3.05	3.35	1.91
7283	2.40	3.20	2.38
7288	2.24	3.30	2.50
7293	2.90	3.35	1.98
7298	3.30	3.40	1.81
7303	2.18	3.35	2.55
7308	2.13	3.30	2.65
7313	2.90	3.25	2.01
7318	2.70	3.25	2.12
7323	2.55	3.25	2.22
7328	3.25	3.50	1.80
7333	2.26	3.35	2.45
7338	2.06	3.25	2.80
7343	3.30	3.35	1.83
7351	2.40	3.30	2.33
7396	1.95	3.35	2.95
7401	3.05	3.30	1.93
7406	1.95	3.50	2.85
7414	3.30	2.60	2.16
7419	2.65	2.49	2.70
7424	2.65	2.53	2.65
7429	2.60	2.38	2.90
7434	2.65	2.65	2.53
7439	3.15	2.60	2.24
7444	2.18	3.20	2.65
7452	3.35	3.55	1.76
7460	2.12	3.40	2.60
7468	2.24	3.30	2.50
7476	2.45	3.40	2.24
7484	2.31	3.25	2.45
7489	3.10	3.40	1.88
7494	2.85	3.25	2.04
7499	2.50	3.20	2.29
7504	2.21	3.20	2.60
7509	2.65	3.30	2.13
7514	3.35	3.25	1.84
7519	2.10	3.30	2.70
7524	3.25	3.30	1.86
7529	2.50	3.30	2.24
7534	2.50	3.30	2.24
7539	2.80	3.45	1.99
7544	4.00	3.50	1.63
7549	2.09	3.25	2.75
7557	2.16	3.40	2.55
7562	3.15	2.55	2.27
7567	2.65	3.40	2.09
7575	2.33	2.55	3.05
7580	2.50	2.50	2.85
7585	2.18	2.45	3.55
7590	2.22	2.70	3.05
7595	3.35	2.60	2.14
7600	2.12	3.05	2.85
7608	2.75	3.45	2.02
7616	1.79	3.80	3.05
7624	1.88	3.45	3.05
7632	2.33	3.30	2.40
7637	2.35	3.35	2.35
7642	3.00	3.50	1.89
7647	2.45	3.40	2.24
